본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,연,월,일,요일_찐,개꿀가능성,휴일전날,휴일다음날,대면출근자,중식_밥,중식_메인요리,중식_국
2637,46,268,0,0.0,864.0,2017,5,17,2,0,0,0,2591.0,53,249,191
2637,60,287,343,0.0,796.0,2017,5,18,3,0,0,0,2577.0,53,55,127
2637,146,305,81,0.0,662.0,2017,5,19,4,0,0,0,2491.0,53,270,144
2637,63,240,504,0.0,1207.0,2017,5,22,0,0,0,0,2574.0,53,325,171
2637,47,257,429,0.0,889.0,2017,5,23,1,0,0,0,2590.0,53,23,147
2637,49,277,0,0.0,852.0,2017,5,24,2,0,0,0,2588.0,74,44,28
2637,57,290,320,0.0,838.0,2017,5,25,3,0,0,0,2580.0,53,292,78
2637,164,302,60,0.0,597.0,2017,5,26,4,0,0,0,2473.0,53,328,247
2637,88,240,394,0.0,1193.0,2017,5,29,0,0,0,0,2549.0,53,239,280
2637,57,256,293,0.0,821.0,2017,5,30,1,0,0,0,2580.0,53,128,186
2637,43,265,0,0.0,910.0,2017,5,31,2,0,0,0,2594.0,61,373,6
2648,66,265,317,0.0,914.0,2017,6,1,3,0,0,0,2582.0,53,137,194
2648,165,293,77,0.0,699.0,2017,6,2,4,0,0,0,2483.0,53,209,62
2648,633,150,174,0.0,760.0,2017,6,5,0,1,1,0,2015.0,53,111,26
2648,75,228,0,0.0,1127.0,2017,6,7,2,0,0,1,2573.0,53,408,247
2648,63,274,423,0.0,857.0,2017,6,8,3,0,0,0,2585.0,53,180,186
2648,130,294,67,0.0,715.0,2017,6,9,4,0,0,0,2518.0,53,59,273
2648,87,209,529,0.0,1140.0,2017,6,12,0,0,0,0,2561.0,53,248,190
2648,47,234,451,0.0,916.0,2017,6,13,1,0,0,0,2601.0,53,334,60
2648,55,253,0,0.0,907.0,2017,6,14,2,0,0,0,2593.0,8,354,6
2648,64,268,318,0.0,763.0,2017,6,15,3,0,0,0,2584.0,53,30,161
2648,164,305,62,0.0,644.0,2017,6,16,4,0,0,0,2484.0,53,200,179
2648,102,226,455,0.0,1126.0,2017,6,19,0,0,0,0,2546.0,53,312,78
2648,66,253,429,0.0,888.0,2017,6,20,1,0,0,0,2582.0,53,46,197
2648,60,269,0,0.0,982.0,2017,6,21,2,0,0,0,2588.0,73,286,220
2648,69,273,317,0.0,875.0,2017,6,22,3,0,0,0,2579.0,53,391,160
2648,162,290,57,0.0,609.0,2017,6,23,4,0,0,0,2486.0,53,78,40
2648,112,237,374,0.0,1147.0,2017,6,26,0,0,0,0,2536.0,53,407,238
2648,59,256,309,0.0,973.0,2017,6,27,1,0,0,0,2589.0,53,299,132
2648,58,259,0,0.0,745.0,2017,6,28,2,0,0,0,2590.0,74,207,186
2648,66,266,209,0.0,814.0,2017,6,29,3,0,0,0,2582.0,53,27,213
2648,188,296,34,0.0,695.0,2017,6,30,4,0,0,0,2460.0,53,149,35
2839,66,214,414,0.0,1231.0,2017,7,3,0,0,0,0,2773.0,53,333,247
2839,50,247,368,0.0,962.0,2017,7,4,1,0,0,0,2789.0,53,72,118
2839,46,260,0,0.0,912.0,2017,7,5,2,0,0,0,2793.0,69,310,18
2839,72,268,341,0.0,821.0,2017,7,6,3,0,0,0,2767.0,53,137,179
2839,146,288,73,0.0,613.0,2017,7,7,4,0,0,0,2693.0,53,309,194
2839,98,215,406,0.0,1084.0,2017,7,10,0,0,0,0,2741.0,53,189,247
2839,62,232,380,0.0,866.0,2017,7,11,1,0,0,0,2777.0,53,328,182
2839,69,263,0,0.0,918.0,2017,7,12,2,0,0,0,2770.0,2,342,141
2839,79,277,311,0.0,765.0,2017,7,13,3,0,0,0,2760.0,53,131,26
2839,209,286,57,0.0,613.0,2017,7,14,4,0,0,0,2630.0,53,32,127
2839,132,212,424,0.0,1168.0,2017,7,17,0,0,0,0,2707.0,53,109,98
2839,98,239,419,0.0,916.0,2017,7,18,1,0,0,0,2741.0,53,23,191
2839,79,259,0,0.0,830.0,2017,7,19,2,0,0,0,2760.0,13,283,82
2839,90,278,270,0.0,750.0,2017,7,20,3,0,0,0,2749.0,53,297,151
2839,206,301,46,0.0,648.0,2017,7,21,4,0,0,0,2633.0,53,184,52
2839,237,211,401,0.0,1119.0,2017,7,24,0,0,0,0,2602.0,53,367,184
2839,214,243,272,0.0,827.0,2017,7,25,1,0,0,0,2625.0,53,19,68
2839,254,246,0,0.0,797.0,2017,7,26,2,0,0,0,2585.0,15,379,107
2839,334,240,221,0.0,804.0,2017,7,27,3,0,0,0,2505.0,53,271,250
2839,419,264,46,0.0,501.0,2017,7,28,4,0,0,0,2420.0,53,328,161
2839,524,156,192,0.0,945.0,2017,7,31,0,0,0,0,2315.0,53,248,190
2645,466,181,320,0.0,745.0,2017,8,1,1,0,0,0,2179.0,53,391,127
2645,454,188,0,0.0,799.0,2017,8,2,2,0,0,0,2191.0,53,180,39
2645,451,207,301,0.0,776.0,2017,8,3,3,0,0,0,2194.0,53,92,195
2645,544,238,55,0.0,668.0,2017,8,4,4,0,0,0,2101.0,53,325,247
2645,428,168,351,0.0,1078.0,2017,8,7,0,0,0,0,2217.0,53,241,182
2645,414,207,350,0.0,842.0,2017,8,8,1,0,0,0,2231.0,53,78,108
2645,428,210,0,0.0,946.0,2017,8,9,2,0,0,0,2217.0,53,259,60
2645,438,228,292,0.0,777.0,2017,8,10,3,0,0,0,2207.0,53,30,62
2645,566,240,66,0.0,710.0,2017,8,11,4,0,0,0,2079.0,53,117,21
2645,863,131,114,0.0,692.0,2017,8,14,0,1,1,0,1782.0,53,333,68
2645,403,180,0,0.0,973.0,2017,8,16,2,0,0,1,2242.0,53,301,158
2645,357,221,380,0.0,823.0,2017,8,17,3,0,0,0,2288.0,53,149,78
2645,396,272,61,0.0,731.0,2017,8,18,4,0,0,0,2249.0,70,390,82
2645,74,169,618,0.0,1232.0,2017,8,21,0,0,0,0,2571.0,53,234,232
2645,74,213,484,0.0,1053.0,2017,8,22,1,0,0,0,2571.0,53,382,264
2645,72,215,0,0.0,953.0,2017,8,23,2,0,0,0,2573.0,8,17,6
2645,78,259,344,0.0,843.0,2017,8,24,3,0,0,0,2567.0,53,327,161
2645,164,310,55,0.0,594.0,2017,8,25,4,0,0,0,2481.0,53,184,181
2645,169,225,337,0.0,1191.0,2017,8,28,0,0,0,0,2476.0,53,107,247
2645,121,260,294,0.0,877.0,2017,8,29,1,0,0,0,2524.0,53,78,118
2645,116,270,0,0.0,898.0,2017,8,30,2,0,0,0,2529.0,32,286,107
2645,110,281,189,0.0,852.0,2017,8,31,3,0,0,0,2535.0,53,55,222
2642,177,303,45,0.0,663.0,2017,9,1,4,0,0,0,2465.0,53,408,172
2642,113,243,416,0.0,1168.0,2017,9,4,0,0,0,0,2529.0,53,189,130
2642,74,265,390,0.0,924.0,2017,9,5,1,0,0,0,2568.0,53,137,190
2642,69,275,0,0.0,922.0,2017,9,6,2,0,0,0,2573.0,53,146,39
2642,78,279,358,0.0,926.0,2017,9,7,3,0,0,0,2564.0,53,301,160
2642,155,305,66,0.0,662.0,2017,9,8,4,0,0,0,2487.0,53,129,191
2642,101,203,478,0.0,1350.0,2017,9,11,0,0,0,0,2541.0,53,312,173
2642,72,242,430,0.0,993.0,2017,9,12,1,0,0,0,2570.0,53,391,238
2642,57,253,0,0.0,945.0,2017,9,13,2,0,0,0,2585.0,73,140,107
2642,68,291,317,0.0,860.0,2017,9,14,3,0,0,0,2574.0,53,93,20
2642,198,290,70,0.0,602.0,2017,9,15,4,0,0,0,2444.0,53,76,239
2642,93,220,501,0.0,1214.0,2017,9,18,0,0,0,0,2549.0,53,286,266
2642,49,246,432,0.0,958.0,2017,9,19,1,0,0,0,2593.0,53,232,74
2642,62,279,0,0.0,890.0,2017,9,20,2,0,0,0,2580.0,74,35,5
2642,70,280,334,0.0,820.0,2017,9,21,3,0,0,0,2572.0,53,64,161
2642,174,291,67,0.0,735.0,2017,9,22,4,0,0,0,2468.0,53,270,244
2642,97,258,385,0.0,1099.0,2017,9,25,0,0,0,0,2545.0,53,333,26
2642,81,261,342,0.0,902.0,2017,9,26,1,0,0,0,2561.0,53,78,174
2642,70,265,0,0.0,1023.0,2017,9,27,2,0,0,0,2572.0,53,200,247
2642,102,263,202,0.0,589.0,2017,9,28,3,0,0,0,2540.0,53,157,238
2642,214,248,22,0.0,760.0,2017,9,29,4,0,0,0,2428.0,53,251,108
2645,105,209,641,0.0,1265.0,2017,10,10,1,0,0,1,2540.0,53,408,178
2645,60,250,0,0.0,1109.0,2017,10,11,2,0,0,0,2585.0,53,143,21
2645,46,269,1017,0.0,989.0,2017,10,12,3,0,0,0,2599.0,53,93,264
2645,63,268,86,0.0,1015.0,2017,10,13,4,0,0,0,2582.0,53,301,158
2645,90,225,464,0.0,1173.0,2017,10,16,0,0,0,0,2555.0,53,325,238
2645,56,258,453,0.0,848.0,2017,10,17,1,0,0,0,2589.0,53,48,26
2645,45,270,0,0.0,814.0,2017,10,18,2,0,0,0,2600.0,53,257,113
2645,67,282,341,0.0,901.0,2017,10,19,3,0,0,0,2578.0,53,309,143
2645,190,301,53,0.0,533.0,2017,10,20,4,0,0,0,2455.0,53,399,157
2645,116,250,435,0.0,1115.0,2017,10,23,0,0,0,0,2529.0,53,189,247
2645,65,258,400,0.0,1037.0,2017,10,24,1,0,0,0,2580.0,53,334,118
2645,75,289,0,0.0,786.0,2017,10,25,2,0,0,0,2570.0,8,32,6
2645,101,302,251,0.0,824.0,2017,10,26,3,0,0,0,2544.0,53,354,222
2645,210,309,57,0.0,567.0,2017,10,27,4,0,0,0,2435.0,53,131,170
2645,124,250,374,0.0,1150.0,2017,10,30,0,0,0,0,2521.0,53,78,78
2645,63,290,238,0.0,955.0,2017,10,31,1,0,0,0,2582.0,53,102,26
2644,63,279,0,0.0,815.0,2017,11,1,2,0,0,0,2581.0,72,36,82
2644,53,304,333,0.0,854.0,2017,11,2,3,0,0,0,2591.0,53,299,137
2644,173,304,58,0.0,644.0,2017,11,3,4,0,0,0,2471.0,53,75,68
2644,93,244,452,0.0,1167.0,2017,11,6,0,0,0,0,2551.0,53,333,244
2644,75,268,462,0.0,943.0,2017,11,7,1,0,0,0,2569.0,53,259,198
2644,60,276,0,0.0,780.0,2017,11,8,2,0,0,0,2584.0,74,286,112
2644,90,287,347,0.0,797.0,2017,11,9,3,0,0,0,2554.0,53,149,264
2644,184,292,56,0.0,630.0,2017,11,10,4,0,0,0,2460.0,53,137,201
2644,107,240,525,0.0,1017.0,2017,11,13,0,0,0,0,2537.0,53,234,170
2644,78,269,388,0.0,924.0,2017,11,14,1,0,0,0,2566.0,53,131,143
2644,87,276,0,0.0,895.0,2017,11,15,2,0,0,0,2557.0,7,55,243
2644,129,283,347,0.0,736.0,2017,11,16,3,0,0,0,2515.0,53,338,129
2644,213,311,58,0.0,640.0,2017,11,17,4,0,0,0,2431.0,53,180,253
2644,107,237,517,0.0,1115.0,2017,11,20,0,0,0,0,2537.0,53,299,238
2644,77,256,435,0.0,954.0,2017,11,21,1,0,0,0,2567.0,53,271,182
2644,64,277,0,0.0,817.0,2017,11,22,2,0,0,0,2580.0,19,122,6
2644,122,288,305,0.0,758.0,2017,11,23,3,0,0,0,2522.0,53,30,158
2644,210,303,63,0.0,563.0,2017,11,24,4,0,0,0,2434.0,53,111,39
2644,132,262,402,0.0,1065.0,2017,11,27,0,0,0,0,2512.0,53,189,178
2644,112,265,347,0.0,929.0,2017,11,28,1,0,0,0,2532.0,53,196,190
2644,78,261,0,0.0,903.0,2017,11,29,2,0,0,0,2566.0,15,365,107
2644,97,267,256,0.0,781.0,2017,11,30,3,0,0,0,2547.0,53,325,78
2665,243,268,136,0.0,660.0,2017,12,1,4,0,0,0,2422.0,53,338,66
2665,117,206,868,0.0,1142.0,2017,12,4,0,0,0,0,2548.0,53,124,72
2665,60,225,871,0.0,939.0,2017,12,5,1,0,0,0,2605.0,53,72,149
2665,78,254,0,0.0,860.0,2017,12,6,2,0,0,0,2587.0,74,222,220
2665,98,270,608,0.0,740.0,2017,12,7,3,0,0,0,2567.0,53,88,126
2665,169,304,141,0.0,682.0,2017,12,8,4,0,0,0,2496.0,53,184,127
2665,93,219,748,0.0,1165.0,2017,12,11,0,0,0,0,2572.0,53,111,264
2665,73,237,604,0.0,884.0,2017,12,12,1,0,0,0,2592.0,53,391,238
2665,67,246,0,0.0,978.0,2017,12,13,2,0,0,0,2598.0,73,140,107
2665,105,266,309,0.0,875.0,2017,12,14,3,0,0,0,2560.0,53,169,210
2665,208,288,48,0.0,618.0,2017,12,15,4,0,0,0,2457.0,53,382,78
2665,140,230,156,0.0,1149.0,2017,12,18,0,0,0,0,2525.0,53,189,198
2665,109,269,146,0.0,715.0,2017,12,19,1,0,0,0,2556.0,53,329,50
2665,108,262,0,0.0,814.0,2017,12,20,2,0,0,0,2557.0,53,129,113
2665,127,262,102,0.0,692.0,2017,12,21,3,0,0,0,2538.0,53,408,168
2665,239,270,34,0.0,565.0,2017,12,22,4,0,0,0,2426.0,53,22,247
2665,267,227,62,0.0,915.0,2017,12,26,1,0,0,1,2398.0,53,286,39
2665,169,255,0,0.0,571.0,2017,12,27,2,0,0,0,2496.0,53,299,160
2665,240,260,55,0.0,311.0,2017,12,28,3,0,0,0,2425.0,53,131,179
2665,489,242,5,0.0,394.0,2017,12,29,4,0,0,0,2176.0,53,88,182
2655,73,102,301,0.0,1148.0,2018,1,2,1,0,0,1,2582.0,53,384,137
2655,60,207,0,0.0,883.0,2018,1,3,2,0,0,0,2595.0,7,55,242
2655,67,226,326,0.0,893.0,2018,1,4,3,0,0,0,2588.0,53,325,244
2655,152,246,58,0.0,762.0,2018,1,5,4,0,0,0,2503.0,53,59,127
2655,100,194,377,0.0,1178.0,2018,1,8,0,0,0,0,2555.0,53,239,280
2655,70,215,298,0.0,816.0,2018,1,9,1,0,0,0,2585.0,53,285,26
2655,58,210,0,0.0,865.0,2018,1,10,2,0,0,0,2597.0,74,49,82
2655,73,238,337,0.0,911.0,2018,1,11,3,0,0,0,2582.0,53,298,126
2655,163,266,59,0.0,679.0,2018,1,12,4,0,0,0,2492.0,53,168,238
2655,112,192,443,0.0,1256.0,2018,1,15,0,0,0,0,2543.0,53,312,178
2655,73,216,405,0.0,1076.0,2018,1,16,1,0,0,0,2582.0,53,180,39
2655,70,223,0,0.0,969.0,2018,1,17,2,0,0,0,2585.0,15,354,6
2655,98,233,325,0.0,830.0,2018,1,18,3,0,0,0,2557.0,53,249,68
2655,224,275,77,0.0,654.0,2018,1,19,4,0,0,0,2431.0,53,374,222
2655,103,211,371,0.0,1241.0,2018,1,22,0,0,0,0,2552.0,53,248,130
2655,66,230,297,0.0,872.0,2018,1,23,1,0,0,0,2589.0,53,299,171
2655,51,224,0,0.0,845.0,2018,1,24,2,0,0,0,2604.0,69,53,82
2655,57,225,261,0.0,754.0,2018,1,25,3,0,0,0,2598.0,53,111,33
2655,166,262,43,0.0,722.0,2018,1,26,4,0,0,0,2489.0,53,271,190
2655,70,192,454,0.0,1417.0,2018,1,29,0,0,0,0,2585.0,53,16,126
2655,60,216,433,0.0,1054.0,2018,1,30,1,0,0,0,2595.0,53,87,182
2655,56,223,0,0.0,1138.0,2018,1,31,2,0,0,0,2599.0,13,283,107
2707,73,254,401,0.0,1002.0,2018,2,1,3,0,0,0,2634.0,53,161,52
2707,153,278,88,0.0,760.0,2018,2,2,4,0,0,0,2554.0,53,382,238
2707,76,213,560,0.0,1372.0,2018,2,5,0,0,0,0,2631.0,53,118,168
2707,50,235,491,0.0,1085.0,2018,2,6,1,0,0,0,2657.0,53,249,264
2707,59,253,0,0.0,1107.0,2018,2,7,2,0,0,0,2648.0,74,286,220
2707,71,273,378,0.0,984.0,2018,2,8,3,0,0,0,2636.0,53,128,191
2707,149,296,86,0.0,724.0,2018,2,9,4,0,0,0,2558.0,53,399,127
2707,103,244,476,0.0,1251.0,2018,2,12,0,0,0,0,2604.0,53,78,238
2707,106,235,371,0.0,955.0,2018,2,13,1,0,0,0,2601.0,53,196,179
2707,418,159,0,0.0,850.0,2018,2,14,2,0,1,0,2289.0,53,189,79
2707,255,171,604,0.0,1298.0,2018,2,19,0,0,0,0,2452.0,53,408,73
2707,82,231,521,0.0,1105.0,2018,2,20,1,0,0,0,2625.0,53,333,118
2707,74,243,0,0.0,1087.0,2018,2,21,2,0,0,0,2633.0,72,39,82
2707,82,277,400,0.0,988.0,2018,2,22,3,0,0,0,2625.0,53,146,247
2707,161,304,69,0.0,651.0,2018,2,23,4,0,0,0,2546.0,53,137,171
2707,105,231,491,0.0,1192.0,2018,2,26,0,0,0,0,2602.0,53,237,280
2707,81,263,332,0.0,934.0,2018,2,27,1,0,0,0,2626.0,53,131,179
2707,134,278,0,0.0,786.0,2018,2,28,2,0,1,0,2573.0,8,357,182
2714,840,206,57,0.0,508.0,2018,3,2,4,1,0,1,1874.0,49,326,237
2714,92,211,593,0.0,1355.0,2018,3,5,0,0,0,0,2622.0,53,238,266
2714,54,242,547,0.0,1020.0,2018,3,6,1,0,0,0,2660.0,53,80,27
2714,41,238,0,0.0,1057.0,2018,3,7,2,0,0,0,2673.0,74,207,5
2714,38,268,406,0.0,973.0,2018,3,8,3,0,0,0,2676.0,53,292,279
2714,123,294,77,0.0,716.0,2018,3,9,4,0,0,0,2591.0,53,329,161
2714,69,217,591,0.0,1361.0,2018,3,12,0,0,0,0,2645.0,53,189,118
2714,39,249,556,0.0,997.0,2018,3,13,1,0,0,0,2675.0,53,184,158
2714,56,245,0,0.0,948.0,2018,3,14,2,0,0,0,2658.0,53,374,171
2714,47,270,359,0.0,975.0,2018,3,15,3,0,0,0,2667.0,53,85,66
2714,135,302,75,0.0,707.0,2018,3,16,4,0,0,0,2579.0,53,299,185
2714,80,224,503,0.0,1159.0,2018,3,19,0,0,0,0,2634.0,53,106,182
2714,46,246,445,0.0,1040.0,2018,3,20,1,0,0,0,2668.0,53,391,68
2714,45,263,0,0.0,1092.0,2018,3,21,2,0,0,0,2669.0,53,88,160
2714,56,290,327,0.0,899.0,2018,3,22,3,0,0,0,2658.0,53,363,210
2714,174,307,51,0.0,759.0,2018,3,23,4,0,0,0,2540.0,53,259,191
2714,125,226,448,0.0,1276.0,2018,3,26,0,0,0,0,2589.0,53,78,238
2714,52,258,408,0.0,1005.0,2018,3,27,1,0,0,0,2662.0,53,137,247
2714,45,252,0,0.0,926.0,2018,3,28,2,0,0,0,2669.0,20,309,219
2714,51,273,302,0.0,936.0,2018,3,29,3,0,0,0,2663.0,53,49,187
2714,196,296,43,0.0,616.0,2018,3,30,4,0,0,0,2518.0,53,329,239
2714,83,224,481,0.0,1212.0,2018,4,2,0,0,0,0,2631.0,53,232,74
2714,56,266,438,0.0,800.0,2018,4,3,1,0,0,0,2658.0,53,286,63
2714,64,267,0,0.0,903.0,2018,4,4,2,0,0,0,2650.0,8,92,6
2714,69,285,378,0.0,849.0,2018,4,5,3,0,0,0,2645.0,53,144,177
2714,220,295,49,0.0,741.0,2018,4,6,4,0,0,0,2494.0,53,280,163
2714,118,221,523,0.0,1283.0,2018,4,9,0,0,0,0,2596.0,53,325,247
2714,66,256,420,0.0,855.0,2018,4,10,1,0,0,0,2648.0,53,238,113
2714,23,239,0,0.0,804.0,2018,4,11,2,0,0,0,2691.0,53,299,178
2714,40,268,384,0.0,796.0,2018,4,12,3,0,0,0,2674.0,53,364,168
2714,164,292,45,0.0,652.0,2018,4,13,4,0,0,0,2550.0,53,274,26
2714,84,234,484,0.0,1195.0,2018,4,16,0,0,0,0,2630.0,53,333,118
2714,39,261,413,0.0,900.0,2018,4,17,1,0,0,0,2675.0,53,408,98
2714,49,268,0,0.0,922.0,2018,4,18,2,0,0,0,2665.0,74,354,191
2714,98,288,285,0.0,846.0,2018,4,19,3,0,0,0,2616.0,53,106,181
2714,194,303,42,0.0,605.0,2018,4,20,4,0,0,0,2520.0,53,19,62
2714,89,235,440,0.0,1246.0,2018,4,23,0,0,0,0,2625.0,53,144,247
2714,60,274,360,0.0,940.0,2018,4,24,1,0,0,0,2654.0,53,59,160
2714,66,285,0,0.0,851.0,2018,4,25,2,0,0,0,2648.0,30,304,219
2714,69,293,266,0.0,761.0,2018,4,26,3,0,0,0,2645.0,53,86,172
2714,205,304,40,0.0,674.0,2018,4,27,4,0,0,0,2509.0,53,200,168
2714,646,180,107,0.0,629.0,2018,4,30,0,1,1,0,2068.0,53,85,182
2721,110,247,0,0.0,1137.0,2018,5,2,2,0,0,1,2611.0,13,283,219
2721,102,296,332,0.0,883.0,2018,5,3,3,0,0,0,2619.0,53,262,60
2721,241,284,57,0.0,630.0,2018,5,4,4,0,1,0,2480.0,53,368,99
2721,133,231,590,0.0,1225.0,2018,5,8,1,0,0,1,2588.0,53,189,118
2721,86,269,0,0.0,919.0,2018,5,9,2,0,0,0,2635.0,53,374,62
2721,80,291,369,0.0,763.0,2018,5,10,3,0,0,0,2641.0,53,111,26
2721,183,296,48,0.0,602.0,2018,5,11,4,0,0,0,2538.0,53,299,152
2721,100,229,490,0.0,1229.0,2018,5,14,0,0,0,0,2621.0,53,408,171
2721,64,272,457,0.0,1004.0,2018,5,15,1,0,0,0,2657.0,53,137,186
2721,58,264,0,0.0,1031.0,2018,5,16,2,0,0,0,2663.0,72,39,82
2721,71,278,343,0.0,811.0,2018,5,17,3,0,0,0,2650.0,53,88,247
2721,145,302,29,0.0,563.0,2018,5,18,4,0,0,0,2576.0,53,329,237
2721,861,144,139,0.0,543.0,2018,5,21,0,1,1,0,1860.0,53,333,174
2721,89,246,0,0.0,1065.0,2018,5,23,2,0,0,1,2632.0,8,146,186
2721,64,281,379,0.0,754.0,2018,5,24,3,0,0,0,2657.0,53,131,231
2721,136,293,70,0.0,594.0,2018,5,25,4,0,0,0,2585.0,53,68,140
2721,92,221,495,0.0,1306.0,2018,5,28,0,0,0,0,2629.0,53,325,108
2721,73,258,422,0.0,931.0,2018,5,29,1,0,0,0,2648.0,53,399,32
2721,80,281,0,0.0,876.0,2018,5,30,2,0,0,0,2641.0,74,257,219
2721,90,283,242,0.0,856.0,2018,5,31,3,0,0,0,2631.0,53,128,198
2728,180,291,55,0.0,649.0,2018,6,1,4,0,0,0,2548.0,53,354,210
2728,158,215,519,0.0,1211.0,2018,6,4,0,0,0,0,2570.0,53,106,247
2728,163,233,253,0.0,884.0,2018,6,5,1,0,1,0,2565.0,53,78,68
2728,187,265,379,0.0,890.0,2018,6,7,3,0,0,1,2541.0,53,49,168
2728,252,288,65,0.0,631.0,2018,6,8,4,0,0,0,2476.0,53,306,53
2728,153,195,490,0.0,1228.0,2018,6,11,0,0,0,0,2575.0,53,189,118
2728,156,234,249,0.0,905.0,2018,6,12,1,0,1,0,2572.0,53,46,222
2728,190,260,381,0.0,936.0,2018,6,14,3,0,0,1,2538.0,53,271,26
2728,234,295,44,0.0,639.0,2018,6,15,4,0,0,0,2494.0,53,299,127
2728,87,229,335,0.0,1069.0,2018,6,18,0,0,0,0,2641.0,53,408,108
2728,68,247,415,0.0,952.0,2018,6,19,1,0,0,0,2660.0,53,208,39
2728,73,257,0,0.0,875.0,2018,6,20,2,0,0,0,2655.0,63,180,261
2728,72,282,329,0.0,791.0,2018,6,21,3,0,0,0,2656.0,53,333,194
2728,178,305,50,0.0,552.0,2018,6,22,4,0,0,0,2550.0,53,363,51
2728,104,240,424,0.0,1128.0,2018,6,25,0,0,0,0,2624.0,53,78,182
2728,71,243,384,0.0,1012.0,2018,6,26,1,0,0,0,2657.0,53,144,62
2728,66,277,0,0.0,957.0,2018,6,27,2,0,0,0,2662.0,72,60,6
2728,83,286,234,0.0,803.0,2018,6,28,3,0,0,0,2645.0,53,152,74
2728,210,299,12,0.0,507.0,2018,6,29,4,0,0,0,2518.0,53,126,222
2704,96,209,130,0.0,1258.0,2018,7,2,0,0,0,0,2608.0,53,312,247
2704,71,220,232,0.0,975.0,2018,7,3,1,0,0,0,2633.0,53,238,178
2704,94,237,0,0.0,791.0,2018,7,4,2,0,0,0,2610.0,9,374,82
2704,93,270,234,0.0,876.0,2018,7,5,3,0,0,0,2611.0,53,88,26
2704,194,289,36,0.0,661.0,2018,7,6,4,0,0,0,2510.0,53,128,60
2704,139,228,300,0.0,1097.0,2018,7,9,0,0,0,0,2565.0,53,111,21
2704,96,251,292,0.0,838.0,2018,7,10,1,0,0,0,2608.0,53,408,156
2704,95,255,1,0.0,894.0,2018,7,11,2,0,0,0,2609.0,15,304,107
2704,102,270,244,0.0,764.0,2018,7,12,3,0,0,0,2602.0,53,59,273
2704,200,302,29,0.0,585.0,2018,7,13,4,0,0,0,2504.0,53,137,182
2704,150,199,318,0.0,1061.0,2018,7,16,0,0,0,0,2554.0,53,239,68
2704,111,256,307,0.0,1116.0,2018,7,17,1,0,0,0,2593.0,34,230,240
2704,108,254,0,0.0,839.0,2018,7,18,2,0,0,0,2596.0,74,390,219
2704,113,285,265,0.0,748.0,2018,7,19,3,0,0,0,2591.0,53,274,266
2704,273,291,49,0.0,489.0,2018,7,20,4,0,0,0,2431.0,53,312,214
2704,224,223,341,0.0,991.0,2018,7,23,0,0,0,0,2480.0,53,111,182
2704,201,232,392,0.0,886.0,2018,7,24,1,0,0,0,2503.0,53,211,210
2704,226,256,1,0.0,760.0,2018,7,25,2,0,0,0,2478.0,53,309,161
2704,272,265,299,0.0,714.0,2018,7,26,3,0,0,0,2432.0,53,152,197
2704,403,271,59,0.0,589.0,2018,7,27,4,0,0,0,2301.0,53,328,52
2704,487,193,401,0.0,944.0,2018,7,30,0,0,0,0,2217.0,53,78,26
2704,433,228,287,0.0,789.0,2018,7,31,1,0,0,0,2271.0,53,333,247
2996,489,209,0,0.0,820.0,2018,8,1,2,0,0,0,2507.0,72,140,6
2996,548,229,209,0.0,631.0,2018,8,2,3,0,0,0,2448.0,53,31,62
2996,665,242,34,0.0,540.0,2018,8,3,4,0,0,0,2331.0,53,92,190
2996,504,158,333,0.0,1092.0,2018,8,6,0,0,0,0,2492.0,53,239,248
2996,469,206,366,0.0,773.0,2018,8,7,1,0,0,0,2527.0,53,299,186
2996,470,235,0,0.0,896.0,2018,8,8,2,0,0,0,2526.0,61,60,82
2996,491,227,271,0.0,821.0,2018,8,9,3,0,0,0,2505.0,53,120,111
2996,562,254,30,0.0,548.0,2018,8,10,4,0,0,0,2434.0,53,55,68
2996,575,184,297,0.0,930.0,2018,8,13,0,0,0,0,2421.0,53,325,74
2996,551,217,153,0.0,772.0,2018,8,14,1,0,1,0,2445.0,53,391,237
2996,481,228,228,0.0,789.0,2018,8,16,3,0,0,1,2515.0,53,127,51
2996,530,245,30,0.0,646.0,2018,8,17,4,0,0,0,2466.0,53,242,181
2996,204,206,475,0.0,1199.0,2018,8,20,0,0,0,0,2792.0,53,408,171
2996,168,237,355,0.0,972.0,2018,8,21,1,0,0,0,2828.0,53,234,108
2996,147,238,0,0.0,1000.0,2018,8,22,2,0,0,0,2849.0,30,389,107
2996,132,263,289,0.0,835.0,2018,8,23,3,0,0,0,2864.0,53,67,68
2996,219,284,46,0.0,678.0,2018,8,24,4,0,0,0,2777.0,53,146,213
2996,138,226,492,0.0,1221.0,2018,8,27,0,0,0,0,2858.0,53,107,118
2996,104,243,376,0.0,873.0,2018,8,28,1,0,0,0,2892.0,53,374,161
2996,103,258,0,0.0,915.0,2018,8,29,2,0,0,0,2893.0,74,354,261
2996,106,264,304,0.0,849.0,2018,8,30,3,0,0,0,2890.0,53,171,26
2996,216,289,70,0.0,817.0,2018,8,31,4,0,0,0,2780.0,53,232,231
2763,122,233,393,0.0,1213.0,2018,9,3,0,0,0,0,2641.0,53,189,247
2763,91,262,404,0.0,938.0,2018,9,4,1,0,0,0,2672.0,53,128,78
